id,seo_url,name ,descp,cat_id,sub_cat_id,ques_id,option_id,brand,mrp,sku,gst,tax_class,tax,taxname,stock,manage_stock,variant_product,filters,shop_id,status,created_at,updated_at,meta_tag_title,meta_tag_description,meta_tag_keywords,product_tags,admin_commission,parent_id,key_features,about,how_to_use,selling_date,cancel_status,return_status,return_noof_days,available_stock_status,top_deal,cart_limit,priority,package_weight,package_length,package_breadth,package_height,status_manage_by,delete_status
,,mamaearth hair oil,mamaearth related to hairfall control 250ml,50,203,37,"131,132",44,,,0,,,,0,yes,no,,338,1,,,,,"mama earth hair oil,hair,oil,mama,earth,hair oil","50,49",,0,,Mama earth,apply to hair and take head bath,,no,,1,available,yes,10,1,,,,,,0
